customer_id,pre
000058a12d5b43e67d225668fa1f8d618c13dc232df0cad8ffe7ad4a1091e318,"[[750424007, 852643003, 852643006, 578020007, 727808002, 727808007, 750424017, 351484037, 852643001, 541518004, 578020004, 858883002, 723529005, 750424015, 750424018, 351484028, 351484009, 794321005, 541518023, 727808008, 851400001, 727808018, 851400015, 351484041, 870304001, 578020002, 723529004, 870304002, 541518018, 794321011], [794321007, 541518027, 723529003, 727808003, 541518015, 750424010, 851400020, 851400008, 851400006, 851400011, 351484042, 723529004, 851400014, 794321008, 851400017, 578020003, 727808015, 851400007, 851400015, 578020004, 851400009, 852643003, 723529001, 858883002, 351484039, 794321003, 578020007, 794321004, 541518026, 851400010], [727808004, 727808014, 727808002, 852643001, 723529001, 351484033, 351484037, 723529003, 351484041, 870304001, 750424010, 851400014, 541518026, 750424021, 723529005, 727808011, 541518011, 750424015, 794321004, 794321008, 727808005, 578020004, 541518015, 851400008, 858883001, 541518001, 727808001, 351484028, 578020002, 851400006], [750424015, 851400010, 351484027, 851400017, 750424007, 851400005, 578020004, 541518023, 794321004, 750424016, 351484009, 727808008, 870304001, 851400014, 727808001, 723529003, 750424008, 851400001, 750424014, 727808017, 727808003, 541518026, 750424017, 351484014, 750424021, 727808015, 541518001, 578020002, 727808010, 727808004], [750424016, 858883002, 541518001, 727808014, 727808002, 852643004, 727808015, 727808003, 727808017, 852643003, 351484034, 541518026, 851400008, 351484009, 750424014, 723529001, 851400005, 750424010, 750424021, 727808010, 794321005, 727808009, 578020001, 750424007, 727808001, 541518011, 351484012, 851400010, 351484026, 351484037], [351484028, 870304002, 351484013, 727808001, 851400019, 351484014, 663713001, 750424009, 750424016, 851400008, 794321011, 541518004, 351484037, 351484039, 851400007, 723529005, 351484026, 541518023, 851400017, 541518026, 727808019, 727808011, 578020003, 351484034, 750424018, 851400004, 750424021, 723529004, 851400020, 727808007]]"
00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2,"[[633150001, 633150004, 657291003, 693387002, 552570003, 616808002, 605106002, 610665001, 413707022, 730683039, 713692001, 160442007, 372860052, 304786007, 508184016, 349301032, 531526002, 413707001, 657291005, 678079003, 622964004, 681569001, 577992006, 372860072, 554784003, 636392001, 633150002, 554757005, 665851001, 666444002], [708352002, 272591016, 567618001, 616808001, 605106010, 678339001, 312878010, 372860063, 651697004, 581162008, 681376001, 508184022, 664075004, 730683021, 349301025, 413707023, 655267004, 349301046, 444325004, 349301030, 672800001, 312878001, 554784002, 644073002, 522992001, 413707008, 787147001, 685687003, 665851001, 605106006], [721257002, 605939002, 752945002, 160442007, 444325006, 703843003, 703843001, 638939001, 312878001, 351933029, 567618001, 605106004, 425217007, 413707031, 713692001, 372860063, 349301010, 694671001, 724244002, 681569001, 678079003, 552570003, 730683002, 692778002, 349301029, 651697001, 619580008, 552570007, 444325004, 633150004], [478549008, 444325008, 372860024, 605106006, 570309005, 633150004, 633150007, 730683010, 372860073, 779136001, 349301001, 605939005, 304786008, 628816006, 605106008, 633150010, 372860062, 703843001, 638939001, 686406001, 713692001, 425217008, 628794001, 609598007, 678079006, 730683013, 724244001, 730683006, 413707020, 272591023], [413707023, 372860072, 724244002, 681569001, 664075005, 351933038, 703843001, 425217007, 659983002, 160442007, 719260002, 649018001, 605106002, 678079001, 730683014, 349301030, 552570008, 686406001, 681376001, 721257001, 566618001, 272591026, 312878001, 372860002, 464454011, 634591002, 351933052, 655267004, 349301023, 464454017], [730683011, 730683062, 609598007, 577992002, 478549008, 425217006, 605939002, 572187001, 554784002, 272591001, 665851005, 577992007, 730683052, 659983002, 590414001, 730683002, 664368003, 444325008, 554784003, 681376001, 552570001, 605106001, 664075001, 730683012, 444325004, 636392002, 605106008, 554757005, 614622006, 413707008]]"
00083cda041544b2fbb0e0d2905ad17da7cf1007526fb4c73235dccbbc132280,"[[599580044, 509210025, 688873007, 687034007, 688873022, 599580074, 683001025, 688873020, 559630003, 723469018, 600886014, 501323004, 688873008, 559630027, 695263001, 674651005, 702890001, 683001019, 599580022, 598859003, 687034009, 688873016, 598859008, 559637004, 688873015, 674651008, 674651006, 674651001, 675662035, 723469009], [675662028, 559637005, 688873001, 675662038, 674651006, 723469005, 599580027, 688873022, 723469007, 675662021, 599580014, 683001028, 600886001, 559630007, 723469018, 675662008, 568571002, 559630019, 599580049, 559630002, 598859008, 599580055, 559630020, 600886011, 688873009, 688873012, 783504004, 642497004, 598859004, 559630014], [716087002, 675662021, 599580056, 599580046, 687034010, 675662002, 783504001, 723469018, 599580041, 723469016, 783504004, 599580067, 683001023, 509210006, 687034001, 683001011, 675662025, 559630007, 599580049, 723469009, 599580012, 599580028, 599580052, 675662033, 687034024, 559630008, 702890002, 600886009, 509210005, 509210007], [568571002, 716087001, 600886011, 509210009, 559630014, 599580024, 600886004, 642497001, 688873020, 723469018, 599580074, 559630009, 674651007, 683001026, 675662035, 675662021, 599580022, 687034010, 695263001, 599580046, 559630003, 687034023, 600886001, 598859001, 599580036, 688873015, 599580056, 674651005, 683001006, 509210025], [783504004, 599580001, 675662031, 559630007, 599580017, 723469001, 674651008, 675662018, 599580026, 675662025, 688873008, 688873006, 723469002, 501323004, 683001019, 688873021, 688873002, 509210006, 675662004, 688873007, 688873016, 599580076, 723469016, 600886001, 687033001, 688873009, 674651006, 600886007, 509210002, 688873011], [674651007, 683001002, 568571001, 599580038, 599580056, 600886002, 674651006, 688873007, 599580042, 600886008, 695263003, 509210005, 509210007, 675662021, 675662032, 599580026, 688873009, 559630003, 559630001, 559637003, 501323001, 687034015, 600886009, 687034022, 600886011, 723469002, 509210001, 600886001, 599580014, 687034002]]"
0008968c0d451dbc5a9968da03196fe20051965edde7413775c4eb3be9abe9c2,"[[736530006, 817491004, 516000072, 796210002, 579302009, 852365002, 702762002, 796210008, 537688014, 857812002, 812683016, 562252024, 645638003, 562252034, 762205001, 579302006, 861173001, 702762014, 732108001, 606711005, 679285007, 685044005, 812683015, 531310002, 685417003, 579302004, 868134001, 351933001, 579302007, 685417002], [570189010, 570189003, 893059004, 351933038, 778064035, 516000101, 679285008, 496111028, 516000088, 778064001, 516000103, 645638002, 788455009, 675662011, 856440001, 496111018, 785018002, 736530006, 796210008, 679285019, 705732002, 778064004, 736530008, 606711003, 579302013, 857812007, 516000095, 856440005, 872575001, 579302014], [705732003, 675662031, 817491006, 893059004, 736530014, 857812006, 496111007, 702762014, 579302009, 685417006, 516000071, 788455008, 874264001, 561752003, 537688001, 679285002, 812683003, 812683002, 570189006, 778064051, 662980003, 857812007, 531310001, 516000024, 861173004, 675662011, 693246011, 516000034, 516000030, 446224036], [893059003, 496111004, 685044004, 702762009, 736530006, 516000099, 675662028, 736530003, 868134001, 693246008, 776887002, 778064026, 852365005, 679285001, 516000043, 516000002, 675662038, 516000093, 530176002, 351933041, 516000070, 529841001, 662980003, 796210012, 785018013, 496111022, 606711001, 662980001, 776887007, 570189010], [736530008, 516000093, 812683015, 697031001, 675662031, 829017005, 685044011, 635274009, 762205001, 561752003, 562252028, 776887001, 829017001, 788455003, 675662026, 516000087, 736530015, 516000019, 496111017, 562252005, 788455007, 446224035, 516000039, 736530017, 537688013, 570189002, 702762008, 850985002, 446224010, 562252014], [685044005, 530176001, 796210008, 446224011, 776887007, 579302004, 893059003, 850985001, 516000075, 516000012, 645638001, 702762010, 812683016, 778064028, 516000098, 776887009, 736530001, 732108001, 785018013, 579302011, 679285008, 685044010, 516000030, 496111007, 702762001, 817491003, 712587005, 446224024, 675662003, 693246005]]"
000aa7f0dc06cd7174389e76c9e132a67860c5f65f970699daccc14425ac31a8,"[[692454002, 717490010, 685687004, 685687002, 706016016, 706016004, 501820045, 377277002, 377277014, 706016007, 758060001, 717490002, 501820028, 663498005, 796210010, 706016001, 671505001, 706016033, 733044001, 700819002, 851996002, 377277016, 589017001, 748355002, 663498001, 553139001, 607983003, 607983004, 501820025, 706016020], [377277020, 748355001, 796210004, 663498005, 717490018, 377277001, 685687001, 693497003, 706016062, 796210001, 664421002, 680912016, 748355007, 796210012, 743049002, 706016053, 717490003, 717490007, 796210008, 631848002, 717490083, 676827002, 706016016, 706016004, 713349003, 706016011, 717490002, 717490060, 717490065, 501820028], [796210012, 501820006, 501820008, 680912005, 607983004, 758060001, 706016011, 903309002, 692454002, 717490007, 377277014, 663498002, 717490071, 640639001, 680912001, 717490012, 851996001, 706016015, 501820004, 717490006, 733044003, 706016022, 685687004, 717490003, 377277025, 377277035, 607983001, 733044002, 903309001, 706016001], [501820044, 706016050, 717490006, 706016010, 706016039, 717490002, 706016001, 717490064, 868164001, 693497003, 706016011, 680912005, 693497001, 748355018, 501820042, 748355006, 706016004, 663498002, 706016034, 851996001, 706016033, 748355003, 377277036, 743049002, 607983001, 640639002, 717490011, 685687003, 713349003, 501820003], [700819006, 717490083, 713349002, 796210008, 717490070, 700819002, 796210001, 663498005, 680912011, 501820001, 706016062, 903309001, 377277031, 717490012, 501820027, 631848001, 706016034, 717490076, 377277020, 674681008, 717490005, 501820025, 868164002, 377277034, 706016020, 680912005, 717490011, 693497004, 607983004, 501820007], [693497001, 748355003, 758064002, 685687002, 377277034, 706016033, 706016016, 706016002, 671505004, 706016020, 700819002, 501820045, 680912005, 717490006, 680912017, 748355018, 851996001, 377277016, 796210002, 717490018, 717490003, 796210012, 640639003, 631848002, 501820006, 717490071, 706016004, 717490012, 758049001, 377277031]]"
001127bffdda108579e6cb16080440e89bf1250a776c6e55f56e35e9ee029a8d,"[[562245058, 717490007, 681264009, 780418008, 688105011, 849648003, 781758071, 706016002, 395127042, 706016016, 748856003, 701134022, 842605005, 717490081, 781758056, 562245057, 469039028, 607154014, 778064033, 562245054, 397068001, 562245001, 395127001, 706016006, 780418007, 762846002, 562245097, 842605001, 701134012, 607154007], [562245097, 397068012, 701134007, 814116005, 742912002, 780418020, 762846026, 706016022, 701134012, 803986010, 706016016, 688105003, 706016035, 562245025, 821152002, 562245058, 799190004, 780418005, 562245018, 842605012, 607154016, 607154006, 849648003, 395127006, 717490060, 669091021, 717490006, 821152004, 562245034, 781758011], [669091036, 552473032, 562245042, 717490006, 397068012, 748856002, 562245018, 762846002, 552473037, 778064028, 706016036, 607154001, 742916003, 688105013, 778064005, 763280005, 706016035, 717490060, 675070015, 849648005, 701134029, 720125059, 814116005, 562245039, 759481001, 706016033, 717490017, 706016016, 688105012, 581178007], [552473021, 781758006, 706016028, 778064003, 860738002, 778064051, 562245088, 469039032, 748856003, 562245023, 748856002, 706016062, 717490024, 849648005, 778064018, 562245089, 562245046, 781758002, 469039021, 706016050, 706016033, 717490070, 688105007, 552473002, 720125017, 701134017, 781758064, 552473036, 781758053, 778064028], [778064006, 720125041, 849648005, 669091004, 799190001, 778064041, 562245104, 781758057, 778064045, 395127042, 842605003, 706016003, 803986002, 552473007, 701134012, 720125017, 781758060, 562245025, 717490001, 562245096, 780418026, 781758001, 552473029, 552473001, 748856003, 688105003, 842605008, 803986007, 717490076, 562245023], [395127001, 821152002, 762846028, 469039019, 717490009, 469039040, 669091027, 717467003, 701134021, 748856002, 688105013, 607154016, 778064028, 762846004, 879965004, 701134001, 849648001, 717490017, 781758003, 717490079, 720125003, 562245098, 669091046, 860738001, 706016004, 742912002, 742912003, 781758006, 778064029, 717490006]]"
001ea4e9c54f7e9c88811260d954edc059d596147e1cf8adc73323aebf571fd8,"[[685814036, 685814050, 704126005, 739590033, 892408007, 739590017, 589222001, 677930008, 678153002, 598795013, 685814005, 685814064, 685814052, 609598012, 844503001, 726226002, 685814046, 860949002, 863646007, 677930062, 878941004, 598795017, 863646004, 677930025, 685814012, 677930015, 882899015, 739590041, 731407004, 677930070], [685814035, 762286002, 677930003, 860885003, 882899015, 882899005, 677930072, 731407005, 634009014, 685814022, 892408009, 788575004, 661333002, 731407007, 564787014, 739590024, 685814052, 564787002, 634009004, 688105004, 860949003, 739590037, 564787016, 696749001, 677930005, 685814030, 670295001, 844503001, 860949001, 688105008], [685814045, 731407004, 882899005, 739590020, 762286002, 685814035, 677930085, 708366003, 661333002, 688105003, 677930016, 677930027, 696749001, 678691003, 882899009, 731407005, 685814036, 685814061, 685814034, 677930086, 589222001, 564787009, 685814030, 882899003, 661333001, 685814069, 564787003, 887770003, 860949002, 634009015], [732943005, 598795013, 634009002, 564787002, 739590037, 882899009, 863646003, 844503002, 739590017, 887770002, 860885002, 685814005, 634009017, 688105010, 634009008, 677930002, 739590030, 564787016, 661333001, 652095002, 878941004, 652095001, 634009009, 738072002, 688105004, 685814063, 739590024, 678691003, 688105002, 677930026], [892408009, 762286002, 564787009, 685814063, 704126002, 863646001, 452618001, 685814030, 688105012, 726226002, 882899001, 882899009, 634009017, 685814010, 739590027, 738072002, 677930005, 739590031, 685814033, 685814022, 677930037, 688105010, 835602002, 609598007, 677930015, 598795003, 739590032, 685814037, 598795002, 704126004], [677930062, 685814006, 652095001, 762286009, 598795007, 609598012, 738072002, 677930006, 564787011, 860885002, 788575002, 677930015, 661333002, 887770003, 661333001, 738072001, 739590001, 760111002, 768229006, 677930077, 598795019, 685814005, 696749001, 677930026, 677930078, 598795002, 762286004, 731407001, 739590022, 564787018]]"
001fd23db1109a94bba1319bb73df0b479059027c182da490e1161b34cd3af61,"[[821060008, 562245103, 610776006, 562245055, 806012001, 610776105, 488614007, 610776041, 562252039, 733098018, 733098013, 562245042, 610776065, 488614012, 631744007, 733099003, 800807001, 708311023, 790791003, 536139051, 562245106, 784698003, 408649008, 536139042, 610776083, 536139054, 536139057, 562252028, 768931002, 536139002], [733099003, 153115020, 678942026, 843555002, 610776005, 536139063, 610776107, 536139038, 708311001, 631744002, 610776023, 636323026, 827968005, 562252004, 610776074, 610776068, 610776105, 408649008, 610776028, 636323005, 562245102, 631744011, 827968003, 678942003, 562245103, 562245046, 790791005, 578476001, 610776040, 828536004], [562245042, 803969002, 636323011, 562245064, 562245004, 733067004, 562245096, 562245108, 678942059, 636323001, 829977001, 678942013, 536139063, 610776032, 768931005, 536139007, 536139053, 733098014, 678942003, 678942054, 630200003, 733098018, 536139051, 708311004, 688728033, 733099001, 678942016, 768931001, 821060001, 678942002], [733098023, 610776083, 562245034, 708311024, 536139039, 688728009, 562252031, 733099002, 536139067, 536139048, 536139068, 536139037, 610776032, 636323034, 768931006, 678942026, 678942058, 610776022, 610776072, 636323011, 827968007, 631744013, 733067001, 829977003, 610776018, 610776017, 562245017, 636323003, 610776024, 827968021], [536139057, 562252038, 610776093, 562245043, 708311018, 562245106, 821060001, 610776033, 537116012, 610776087, 610776085, 536139037, 636323027, 768931019, 768912001, 536139042, 562245046, 562245050, 562245112, 562245104, 708311029, 610776107, 678942005, 536139011, 562245108, 562245017, 636323001, 562245015, 631744013, 768931006], [800807002, 688728010, 768931001, 562245001, 768931006, 610776037, 562252004, 562245112, 562245100, 688728033, 843555001, 636323026, 827968021, 651788001, 610776011, 562245090, 733067001, 153115039, 562245096, 562252034, 562245015, 536139013, 562252010, 610776001, 631744002, 408649006, 536139058, 562245059, 562245058, 860256002]]"
0021da829b898f82269fc51feded4eac2129058ee95bd75bb1591e2eb14ecc79,"[{629760001, 629760002, 649356002, 649356001, 649356003, 649356006, 649356007, 629760009, 649356009, 579941001, 579941002, 579941003, 625229001, 579941007, 625229004}, {629760001, 629760002, 649356002, 649356001, 649356003, 649356006, 649356007, 629760009, 649356009, 579941001, 579941002, 579941003, 625229001, 579941007, 625229004}, {629760001, 629760002, 649356002, 649356001, 649356003, 649356006, 649356007, 629760009, 649356009, 579941001, 579941002, 579941003, 625229001, 579941007, 625229004}, {629760001, 629760002, 649356002, 649356001, 649356003, 649356006, 649356007, 629760009, 649356009, 579941001, 579941002, 579941003, 625229001, 579941007, 625229004}, {629760001, 629760002, 649356002, 649356001, 649356003, 649356006, 649356007, 629760009, 649356009, 579941001, 579941002, 579941003, 625229001, 579941007, 625229004}, {629760001, 629760002, 649356002, 649356001, 649356003, 649356006, 649356007, 629760009, 649356009, 579941001, 579941002, 579941003, 625229001, 579941007, 625229004}]"
00228762ecff5b8d1ea6a2e52b96dafa198febddbc3bf350eb611f28e61ea6ce,"[[674606006, 733979001, 700827004, 687114002, 691149002, 674606048, 732311012, 674606042, 732311010, 691579001, 740216003, 834412004, 732534005, 834412007, 678931001, 674606051, 740457002, 785018002, 667499008, 674606052, 685383003, 770855005, 667499011, 758084002, 807459002, 662593002, 674606020, 674606002, 785018008, 733570001], [683651002, 674606001, 687114001, 623434012, 758049001, 770855005, 674606021, 675245003, 674606002, 762015003, 762015008, 674606070, 834412001, 747771001, 661373001, 752607009, 618800008, 662773003, 662593007, 674606025, 618800006, 732311002, 834412007, 687424003, 674606028, 762015002, 674606079, 674606052, 752607008, 618800009], [747771001, 623434018, 678931001, 674606026, 674606074, 688545001, 674606050, 682580001, 740457002, 633148001, 618800001, 674606048, 691579001, 524458013, 661373001, 674606017, 633148017, 674606024, 674606068, 633148003, 674606043, 674606075, 618800009, 758050001, 732311012, 662593007, 734448001, 687114001, 674606062, 740216003], [770855005, 667499001, 674606044, 688223001, 618800009, 729847003, 805473001, 691579001, 618800002, 752607001, 667499010, 734448001, 674606003, 733858002, 674606079, 674606048, 674606028, 674606070, 687424007, 807459003, 623434008, 732311008, 733979001, 633148011, 690263001, 659460001, 674606024, 762015008, 667499008, 623434011], [674606052, 674606050, 667499006, 661373001, 785018004, 685383001, 674606044, 687114002, 740216005, 691149002, 667499013, 751680001, 785018002, 623434027, 675245001, 807459002, 732534005, 667499012, 691579001, 733858002, 675245003, 690263001, 691579004, 674606051, 687424007, 618800004, 674606062, 687424005, 674606002, 674606042], [674606036, 674606061, 729847003, 618800003, 674606043, 762015001, 674606028, 633148002, 758050001, 524458002, 522561001, 678931001, 674606037, 674606018, 691579005, 674606049, 674606046, 732311005, 699203001, 699750001, 740216005, 732311001, 674606079, 834412001, 685383001, 674606020, 732311008, 691579001, 785018004, 687424003]]"
